round,date,home_team,away_team,home_score,away_score,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_shots_off_target,away_shots_off_target,home_possession,away_possession,home_total_passes,away_total_passes,home_pass_accuracy,away_pass_accuracy,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,source
14,2023-08-08,Criciúma,Botafogo,2,1,16,14,7,3,9,11,58.8246516265486,41.1753483734514,480,434,86.41283120708957,70.75394780845342,11,8,0,1,0,1,2,6,2,1,Generated
14,2023-08-08,Flamengo,Cuiabá,0,1,21,13,8,4,13,9,42.80724669713754,57.19275330286246,572,407,74.22416517175904,76.2636410140727,11,11,5,4,0,0,5,3,2,1,Generated
15,2023-08-15,Juventude,Fluminense,0,0,17,8,8,3,9,5,62.49269330856475,37.50730669143525,497,413,79.5398383075635,82.84556327014229,15,10,3,4,0,0,2,7,2,2,Generated
15,2023-08-15,Cruzeiro,Bragantino,2,0,17,5,7,1,10,4,52.16725021795195,47.83274978204805,498,423,77.3350415285188,74.74140782348356,11,20,5,2,0,0,4,5,0,1,Generated
15,2023-08-15,Vasco da Gama,Atlético-GO,2,1,17,15,6,5,11,10,47.01425985079935,52.98574014920065,463,385,87.83640422813225,73.92882630445571,13,11,2,1,0,0,4,5,1,4,Generated
15,2023-08-15,Fortaleza,São Paulo,0,2,11,12,3,5,8,7,34.922084943612994,65.07791505638701,449,494,75.1390459901694,70.4181902467047,9,7,1,3,0,0,7,4,3,3,Generated
15,2023-08-15,Atlético-MG,Cuiabá,3,0,16,16,3,5,13,11,49.82615683532988,50.17384316467012,555,383,73.93377116462426,71.10664774326692,8,13,2,1,0,0,7,4,2,1,Generated
15,2023-08-15,Grêmio,Botafogo,2,2,16,10,5,3,11,7,31.76582248349822,68.23417751650177,501,399,78.25822379178426,80.7498750734647,4,9,0,0,0,0,4,8,0,2,Generated
15,2023-08-15,Corinthians,Internacional,2,1,17,23,4,6,13,17,68.0084482346172,31.991551765382795,437,482,86.63147851820905,73.00621244967938,10,12,0,1,0,0,6,6,3,3,Generated
15,2023-08-15,Criciúma,EC Vitória,0,0,12,18,5,8,7,10,58.81071695789582,41.18928304210418,492,435,77.27451042271369,85.13077166990614,9,11,2,2,0,0,6,5,1,2,Generated
15,2023-08-15,Bahia,Flamengo,1,2,18,21,4,6,14,15,35.092475149869,64.907524850131,493,473,74.6896801356634,79.61296056624818,12,10,2,3,0,0,4,5,5,1,Generated
15,2023-08-15,Atlético-PR,Palmeiras,3,0,19,12,5,4,14,8,59.692409821348974,40.307590178651026,498,490,75.60926448409305,84.62205966007124,9,12,1,2,0,1,6,5,3,2,Generated
16,2023-08-22,Cruzeiro,Bragantino,1,2,18,11,5,4,13,7,68.51139231922929,31.488607680770713,451,399,77.2637824743245,71.04537335123193,14,15,2,2,0,0,3,4,2,1,Generated
16,2023-08-22,Botafogo,Atlético-PR,1,0,11,19,3,5,8,14,56.56296484799336,43.43703515200664,464,359,73.15322053593816,73.48020896032249,15,13,2,3,0,0,4,5,4,2,Generated
16,2023-08-22,Flamengo,Vasco da Gama,1,5,20,17,5,7,15,10,69.24117956460304,30.758820435396956,568,367,85.16807346068407,70.43973044078648,16,14,3,0,0,0,4,7,0,3,Generated
16,2023-08-22,Atlético-MG,Grêmio,3,2,21,4,9,1,12,3,37.14515507017198,62.85484492982802,549,400,75.41349211930579,70.58341337148148,13,10,3,2,0,0,8,7,4,3,Generated
16,2023-08-22,Juventude,EC Vitória,0,0,13,5,5,2,8,3,62.507721735031296,37.492278264968704,452,397,85.27220959228318,78.94664853332375,15,7,2,2,0,0,5,5,0,5,Generated
16,2023-08-22,Internacional,São Paulo,3,1,19,14,7,4,12,10,35.340622054112785,64.65937794588721,565,454,75.07284948682751,74.5612363380004,10,7,1,3,0,0,4,5,1,3,Generated
16,2023-08-22,Criciúma,Bahia,4,2,15,10,5,4,10,6,38.80516976790106,61.19483023209894,466,378,84.09822265462672,71.70400955119324,14,20,4,0,0,0,5,6,2,1,Generated
16,2023-08-22,Fortaleza,Palmeiras,1,3,22,20,8,8,14,12,46.97556072290041,53.02443927709959,455,482,78.88226010350813,85.627124367904,14,18,3,1,0,0,8,3,2,0,Generated
16,2023-08-22,Cuiabá,Fluminense,1,3,21,10,4,2,17,8,45.510573141189994,54.489426858810006,466,425,83.55222364199189,73.45640102912904,10,9,2,4,0,0,8,6,5,3,Generated
16,2023-08-22,Corinthians,Atlético-GO,1,2,17,17,4,4,13,13,57.47022881127636,42.52977118872364,491,387,86.0072837691069,79.14047904385251,13,16,1,2,0,0,3,5,3,3,Generated
17,2023-09-01,São Paulo,Palmeiras,2,1,10,11,4,2,6,9,51.349016546857776,48.650983453142224,531,502,82.12433284441532,76.73843826153491,13,6,1,2,0,0,8,6,4,3,Generated
17,2023-09-01,Cruzeiro,Atlético-GO,2,1,14,9,6,3,8,6,40.08279547400686,59.91720452599314,477,365,81.81507442706129,81.98727103476531,11,5,1,0,0,0,3,5,0,3,Generated
17,2023-09-01,Cuiabá,Corinthians,0,1,12,13,5,3,7,10,67.90931216025221,32.09068783974779,462,390,87.1577837049248,76.17721798472927,14,12,1,2,0,0,4,9,0,1,Generated
17,2023-09-01,Fortaleza,Fluminense,3,1,10,17,4,3,6,14,56.0118789629403,43.9881210370597,469,385,78.21400801173087,84.40832138184686,16,17,4,2,0,0,2,6,3,2,Generated
17,2023-09-01,Grêmio,Vasco da Gama,1,0,13,9,3,3,10,6,47.71656392167854,52.28343607832146,502,414,76.21946042766066,71.99327844153552,10,13,5,2,0,0,4,5,0,2,Generated
17,2023-09-01,EC Vitória,Criciúma,2,1,13,11,5,4,8,7,67.17043900791569,32.82956099208431,467,384,75.4908916948089,86.48188980968749,10,13,3,1,0,0,4,3,2,3,Generated
17,2023-09-01,Atlético-PR,Botafogo,0,1,16,9,3,4,13,5,49.06271774320074,50.93728225679926,467,371,88.2715602280539,80.50720963638996,14,13,2,2,0,0,2,3,2,2,Generated
17,2023-09-01,Juventude,Internacional,1,2,15,10,6,2,9,8,59.428719471124396,40.571280528875604,460,464,70.60040451434672,77.94455059132466,12,12,4,1,1,0,5,6,3,2,Generated
17,2023-09-01,Flamengo,Bragantino,0,2,20,6,7,1,13,5,58.0865731459325,41.9134268540675,561,387,88.73131223316012,77.56392699056438,13,10,1,1,0,0,11,10,2,2,Generated
17,2023-09-01,Atlético-MG,Bahia,2,1,17,11,6,4,11,7,51.73879479925453,48.26120520074547,560,400,72.5227157259153,88.65291434682335,13,11,5,1,0,0,2,4,0,2,Generated
18,2023-09-08,Bragantino,Corinthians,2,3,20,14,8,5,12,9,67.82518710995987,32.17481289004013,476,399,71.52169453531015,80.02239401650696,14,19,1,4,0,0,8,5,0,2,Generated
18,2023-09-08,Cuiabá,Atlético-PR,3,1,13,14,3,4,10,10,42.166210179418606,57.833789820581394,498,384,85.49716804363912,72.59412515980054,11,14,1,1,0,0,6,2,3,4,Generated
18,2023-09-08,Atlético-GO,EC Vitória,2,5,12,17,5,7,7,10,59.92138957366355,40.07861042633645,453,414,77.02711869309853,75.29732515627143,10,11,0,4,0,0,5,9,4,0,Generated
18,2023-09-08,Fortaleza,Criciúma,3,0,21,17,4,5,17,12,64.17383931130863,35.826160688691374,492,422,73.87987912446795,75.69705353221227,12,15,2,0,0,0,5,7,3,2,Generated
18,2023-09-08,Atlético-MG,Palmeiras,1,1,19,11,5,3,14,8,39.29093459162003,60.70906540837997,562,480,83.41949418971569,85.07875368882848,7,6,2,3,1,0,7,3,1,0,Generated
18,2023-09-08,Flamengo,São Paulo,1,2,16,17,4,4,12,13,37.557192550598096,62.442807449401904,589,472,83.26295658799646,76.83423758683377,14,15,5,3,1,1,2,5,1,2,Generated
18,2023-09-08,Juventude,Botafogo,2,2,16,11,5,3,11,8,33.54089260858914,66.45910739141087,487,377,80.64620526759822,71.51743282448095,14,8,3,3,0,0,4,6,1,1,Generated
18,2023-09-08,Grêmio,Bahia,0,0,25,20,12,8,13,12,55.499952117366526,44.500047882633474,489,371,83.94182276521516,81.73640890147128,16,14,1,4,0,0,2,3,2,0,Generated
18,2023-09-08,Cruzeiro,Internacional,0,1,19,10,7,2,12,8,45.87551912899676,54.12448087100324,464,480,74.83811545183515,77.97004057607961,8,14,2,2,0,0,7,6,1,1,Generated
18,2023-09-08,Fluminense,Vasco da Gama,0,1,15,12,5,5,10,7,42.866498855789885,57.133501144210115,452,410,80.61501204776285,81.7966878887951,8,8,1,2,0,0,3,3,4,1,Generated
19,2023-09-15,Bragantino,Palmeiras,0,1,16,13,4,3,12,10,52.1576693541855,47.8423306458145,477,467,86.71141419929121,89.34426413616536,11,16,1,4,0,0,2,5,1,1,Generated
19,2023-09-15,Criciúma,Atlético-MG,3,1,12,10,3,4,9,6,59.92647196114785,40.07352803885215,478,496,83.72733213157359,70.36711448758284,10,16,3,0,1,0,4,8,3,2,Generated
19,2023-09-15,Vasco da Gama,Fortaleza,3,1,14,19,4,8,10,11,60.73599715795119,39.26400284204881,444,400,75.05709957525117,80.34802579649933,12,18,3,0,0,0,7,9,1,4,Generated
19,2023-09-15,Fluminense,Cruzeiro,0,1,12,15,2,4,10,11,46.272371654273975,53.727628345726025,506,405,82.9190306222409,89.45788778775389,5,16,0,2,0,0,3,4,2,1,Generated
19,2023-09-15,Juventude,Bahia,2,1,23,16,6,3,17,13,41.83705395921153,58.16294604078847,494,420,84.59213298470685,72.00482740535183,14,16,0,1,0,1,1,1,2,3,Generated
19,2023-09-15,Flamengo,Atlético-PR,1,2,19,16,4,7,15,9,39.097930162591986,60.902069837408014,526,410,84.98434330181796,88.77171191557011,5,14,1,2,0,0,3,8,2,1,Generated
19,2023-09-15,Grêmio,Atlético-GO,1,1,15,20,3,5,12,15,44.156226688472685,55.843773311527315,486,432,81.16463500559323,76.49597830760722,10,16,2,0,0,0,5,4,5,1,Generated
19,2023-09-15,Internacional,EC Vitória,0,0,14,18,5,4,9,14,59.44328577348342,40.55671422651658,532,429,83.4446829960121,70.10678283939377,17,10,2,1,0,0,3,10,1,0,Generated
19,2023-09-15,Corinthians,Cuiabá,0,2,15,19,6,6,9,13,55.42373928032749,44.57626071967251,465,397,89.5698892934358,81.76867112832849,13,12,4,1,0,0,5,7,1,1,Generated
19,2023-09-15,São Paulo,Botafogo,0,0,12,7,3,3,9,4,30.820436772815647,69.17956322718436,542,413,86.42252208970359,79.8607024308041,16,9,1,0,0,0,3,9,1,2,Generated
20,2023-09-22,Corinthians,Botafogo,3,1,10,11,2,3,8,8,48.305274981807,51.694725018193,481,401,73.68662697976383,71.29668437572383,15,13,2,2,0,0,3,2,3,1,Generated
20,2023-09-22,Fortaleza,Criciúma,1,0,19,7,7,2,12,5,66.25416844382585,33.74583155617415,499,389,71.82489682608511,83.5789084856134,9,12,2,3,0,0,6,6,2,2,Generated
20,2023-09-22,Palmeiras,Grêmio,1,2,27,11,12,3,15,8,48.053469006163894,51.946530993836106,552,435,82.47484490999082,86.60365933235389,10,11,2,0,0,0,3,6,3,4,Generated
20,2023-09-22,Juventude,Flamengo,3,2,12,11,4,5,8,6,40.12981452161003,59.87018547838997,533,459,78.28135651535632,74.65460483740107,12,14,0,1,0,0,5,9,2,2,Generated
20,2023-09-22,Vasco da Gama,Atlético-PR,3,1,14,14,6,3,8,11,66.1789570912515,33.821042908748495,480,379,86.2803347103986,85.53720653796563,15,17,0,6,0,0,5,3,2,1,Generated
20,2023-09-22,Cruzeiro,Cuiabá,2,1,14,9,4,2,10,7,54.0410350995476,45.9589649004524,469,423,86.77314308984914,72.0715313220603,16,6,3,2,0,0,13,2,4,1,Generated
20,2023-09-22,Fluminense,EC Vitória,2,2,18,10,4,3,14,7,49.48998241381804,50.51001758618196,471,412,74.8957903805885,70.98894873358695,16,19,1,0,0,0,5,1,3,3,Generated
20,2023-09-22,Internacional,Bragantino,1,1,20,15,5,3,15,12,51.36759567234477,48.63240432765523,572,396,85.28491241704761,81.65107674083988,6,5,2,2,0,0,7,5,3,1,Generated
20,2023-09-22,Bahia,Atlético-MG,3,3,14,22,4,8,10,14,62.94897144547949,37.05102855452051,474,478,80.59549830513598,76.43474059716556,15,15,1,4,0,0,6,6,3,1,Generated
20,2023-09-22,São Paulo,Atlético-GO,5,1,22,11,9,5,13,6,68.3775838296466,31.622416170353404,556,415,81.43739378743464,87.88605786637297,9,16,3,2,0,0,3,4,1,0,Generated
21,2023-10-01,Cuiabá,Bahia,1,0,12,12,4,5,8,7,48.23663748088455,51.76336251911545,440,384,71.36696742896389,89.10197112331372,12,11,1,1,0,0,4,5,0,2,Generated
21,2023-10-01,Criciúma,Grêmio,2,1,17,14,3,4,14,10,38.39727326693938,61.60272673306062,499,383,73.30801809002718,85.5432239241119,9,11,3,3,0,0,4,7,3,1,Generated
21,2023-10-01,Atlético-MG,São Paulo,2,4,11,14,5,6,6,8,43.55744879748105,56.44255120251895,584,456,78.16974777764547,76.97405621685957,15,10,0,2,0,0,9,3,1,2,Generated
21,2023-10-01,Flamengo,Internacional,1,0,17,16,8,4,9,12,56.03515349983109,43.96484650016891,558,478,75.8315353915153,72.57626147525976,16,5,3,2,0,0,4,4,0,2,Generated
21,2023-10-01,Fortaleza,Atlético-GO,1,0,23,6,5,2,18,4,54.008101883703226,45.991898116296774,481,357,86.38461153680204,71.59787375582722,16,16,1,0,0,0,7,3,1,2,Generated
21,2023-10-01,Juventude,Atlético-PR,1,2,12,12,3,5,9,7,64.91794921636009,35.082050783639914,508,382,78.66160407204262,73.84083987118008,17,13,1,2,1,1,5,8,1,1,Generated
21,2023-10-01,Corinthians,Palmeiras,1,3,15,18,3,6,12,12,65.14790335304303,34.852096646956966,471,460,70.8602792876011,87.40110386218566,14,13,4,2,0,0,5,9,2,3,Generated
21,2023-10-01,EC Vitória,Botafogo,1,0,18,20,5,9,13,11,40.18507466611582,59.81492533388418,519,404,88.48632710014859,84.24788056945843,11,11,0,0,0,0,7,3,0,2,Generated
21,2023-10-01,Cruzeiro,Vasco da Gama,1,0,16,10,7,4,9,6,62.76658000384919,37.23341999615081,472,413,88.0985903396363,81.20007978457836,11,12,4,4,0,0,4,8,2,3,Generated
21,2023-10-01,Fluminense,Bragantino,1,2,13,9,5,2,8,7,30.808700805911897,69.1912991940881,491,391,87.08535385315062,70.44603409797287,13,11,2,2,0,0,4,8,2,6,Generated
22,2023-10-08,Vasco da Gama,Bahia,2,0,17,10,4,2,13,8,43.08366024006554,56.91633975993446,479,383,82.12915551087092,85.10677859007944,15,8,1,2,0,0,5,7,1,3,Generated
22,2023-10-08,São Paulo,Bragantino,1,1,22,11,7,4,15,7,64.08856826891918,35.911431731080825,564,430,76.57018108675726,89.0490252629277,17,9,4,2,0,0,3,6,0,3,Generated
22,2023-10-08,Criciúma,Cruzeiro,1,2,10,9,3,4,7,5,37.90683747497076,62.09316252502924,483,448,84.16956506273671,71.35852408445652,7,19,2,3,0,1,3,6,2,1,Generated
22,2023-10-08,Juventude,Fluminense,3,0,20,13,7,5,13,8,35.33554468373038,64.66445531626962,449,415,85.38373579991855,78.57708722613276,15,9,3,3,1,0,5,3,3,1,Generated
22,2023-10-08,Palmeiras,Atlético-MG,2,1,13,21,4,9,9,12,63.58266825901688,36.41733174098312,566,485,77.97282670392768,72.3926087903214,11,7,2,3,1,0,3,7,4,1,Generated
22,2023-10-08,Atlético-GO,EC Vitória,2,1,17,7,5,1,12,6,42.28599800759809,57.71400199240191,514,384,82.54276788122235,76.7273742376742,14,9,0,2,0,0,8,6,3,0,Generated
22,2023-10-08,Cuiabá,Atlético-PR,3,0,16,17,5,8,11,9,43.582925648326786,56.417074351673214,469,406,77.63148775651035,84.80071889968355,13,8,2,1,0,0,5,8,0,3,Generated
22,2023-10-08,Internacional,Corinthians,2,3,19,16,5,6,14,10,63.94350628123512,36.05649371876488,554,426,86.16729380353632,75.26807223911689,7,9,0,2,0,1,6,4,2,3,Generated
22,2023-10-08,Flamengo,Grêmio,4,1,14,11,6,5,8,6,39.55946351022706,60.44053648977294,547,434,81.03558567451391,75.48108414859095,5,7,2,5,0,0,8,2,3,2,Generated
22,2023-10-08,Fortaleza,Botafogo,1,4,14,16,5,7,9,9,30.84655255928153,69.15344744071847,469,383,70.73786577821537,74.39601423923847,10,12,1,2,0,0,7,5,1,1,Generated
23,2023-10-15,Cuiabá,Palmeiras,2,1,18,12,4,2,14,10,33.03841147859667,66.96158852140333,493,468,87.29318227779783,79.86888558565477,13,11,1,0,0,0,7,5,0,0,Generated
23,2023-10-15,EC Vitória,Atlético-MG,3,1,22,18,10,4,12,14,52.61155839815928,47.38844160184072,463,488,71.04370115593522,70.20467712817515,7,10,3,6,0,0,1,6,1,2,Generated
23,2023-10-15,Atlético-PR,Internacional,1,0,23,11,10,5,13,6,50.62187976300569,49.37812023699431,484,497,88.44262651058821,83.13445412913461,11,16,2,0,0,0,6,1,4,4,Generated
23,2023-10-15,Flamengo,Fortaleza,2,1,25,16,5,7,20,9,33.25116419363551,66.7488358063645,553,407,88.73547899046004,86.06248332358078,11,16,1,0,0,0,5,3,0,2,Generated
23,2023-10-15,Corinthians,São Paulo,2,3,17,12,4,5,13,7,69.17682054710399,30.823179452896014,467,478,83.7968256687193,81.31128651135909,6,11,2,1,0,0,8,9,1,3,Generated
23,2023-10-15,Grêmio,Fluminense,0,0,14,12,4,4,10,8,48.71479654535726,51.28520345464274,465,371,81.78543522474173,75.513717938054,8,19,2,1,0,0,4,11,1,2,Generated
23,2023-10-15,Cruzeiro,Bragantino,3,2,13,11,4,2,9,9,51.75574785970564,48.24425214029436,509,384,81.14438089860087,74.13682076287122,13,16,1,3,0,0,7,10,1,3,Generated
23,2023-10-15,Botafogo,Bahia,3,0,8,14,1,4,7,10,54.48599286453561,45.51400713546439,483,384,86.98141749806985,82.3295871708249,8,14,3,3,0,0,5,9,4,1,Generated
23,2023-10-15,Criciúma,Atlético-GO,2,3,11,14,2,5,9,9,30.596410566192315,69.40358943380768,451,396,72.76055217875793,83.46783158231662,13,11,2,1,0,0,5,5,0,3,Generated
23,2023-10-15,Vasco da Gama,Juventude,2,1,16,12,7,2,9,10,36.4646424292119,63.5353575707881,466,389,72.60906974354722,85.25372340909217,5,17,1,5,0,0,2,3,2,2,Generated
24,2023-10-22,São Paulo,Corinthians,1,3,26,7,5,2,21,5,34.180302505708966,65.81969749429103,572,417,85.94977955426035,81.9161506477994,10,12,3,2,0,0,4,8,1,3,Generated
24,2023-10-22,Fortaleza,Atlético-PR,2,0,21,14,9,3,12,11,45.31665629319096,54.68334370680904,526,391,88.20822179156232,75.4798120094518,8,13,1,2,0,0,5,7,2,1,Generated
24,2023-10-22,Flamengo,EC Vitória,2,1,23,16,6,6,17,10,37.7621552098242,62.2378447901758,571,385,80.7424149657348,74.23145612978604,8,15,1,1,0,0,3,4,3,3,Generated
24,2023-10-22,Cuiabá,Atlético-GO,2,4,14,8,2,2,12,6,39.21687887257349,60.78312112742651,496,395,89.97396963682573,71.43421041769865,4,8,0,4,0,0,7,6,2,2,Generated
24,2023-10-22,Fluminense,Criciúma,2,2,20,8,6,1,14,7,48.74319217500556,51.25680782499444,475,378,89.80219567469834,85.55583160839382,10,9,4,2,0,0,4,3,0,3,Generated
24,2023-10-22,Palmeiras,Cruzeiro,0,2,23,9,5,2,18,7,45.03037391215852,54.96962608784148,618,425,89.79129616475613,73.15377344146295,12,11,3,3,0,0,0,4,1,3,Generated
24,2023-10-22,Grêmio,Botafogo,2,0,9,14,2,3,7,11,64.44520972179126,35.55479027820874,479,387,82.2624394748312,80.62006259485925,14,17,2,4,0,0,4,2,1,4,Generated
24,2023-10-22,Internacional,Bragantino,5,1,18,13,7,5,11,8,49.03570043317963,50.96429956682037,558,421,82.07289049011976,87.91040240761652,9,9,2,1,0,0,5,4,0,2,Generated
24,2023-10-22,Bahia,Juventude,2,3,14,9,5,2,9,7,66.68182360617905,33.31817639382095,473,387,75.81300658730737,74.67158166243732,15,12,2,2,0,0,2,2,2,3,Generated
24,2023-10-22,Vasco da Gama,Atlético-MG,0,3,18,17,8,8,10,9,50.597894060577794,49.402105939422206,502,487,86.71898221823136,88.71811170639631,7,9,1,2,0,0,4,2,1,1,Generated
25,2023-11-01,EC Vitória,Grêmio,5,0,13,8,4,3,9,5,48.72243451181858,51.27756548818142,462,435,83.32853228297826,81.65442951967557,12,17,0,1,0,0,2,6,3,3,Generated
25,2023-11-01,Cruzeiro,Atlético-PR,1,1,14,12,5,2,9,10,65.89130688542087,34.108693114579125,452,402,70.72509790883055,89.68036300392721,11,10,5,3,0,0,6,3,0,4,Generated
25,2023-11-01,Fluminense,Palmeiras,2,1,14,14,6,4,8,10,44.932199604915496,55.067800395084504,475,490,78.01190748210544,73.84686312950043,13,8,3,1,0,0,6,7,4,0,Generated
25,2023-11-01,São Paulo,Flamengo,3,3,12,13,4,4,8,9,68.14625803853085,31.853741961469154,581,481,89.56913344368567,77.5008139648042,7,9,7,2,0,0,3,6,3,3,Generated
25,2023-11-01,Atlético-GO,Criciúma,0,0,13,14,3,5,10,9,60.227271081980795,39.772728918019205,464,402,87.68942627151056,71.7073755865313,11,13,4,1,0,0,2,7,2,0,Generated
25,2023-11-01,Botafogo,Bahia,0,1,22,13,6,3,16,10,34.411069131062675,65.58893086893733,473,411,77.32913292679959,70.86427399099996,23,19,0,3,0,0,9,4,0,1,Generated
25,2023-11-01,Corinthians,Vasco da Gama,1,0,16,14,4,4,12,10,47.107716364648184,52.892283635351816,489,423,82.89433675629486,73.5414184383188,13,13,0,3,0,1,8,8,2,3,Generated
25,2023-11-01,Internacional,Cuiabá,1,2,9,12,3,3,6,9,42.05699647194234,57.94300352805766,537,413,77.74435714158409,88.18081882628472,22,9,0,2,0,0,3,2,0,1,Generated
25,2023-11-01,Bragantino,Juventude,1,1,23,17,8,6,15,11,68.1218634463938,31.878136553606197,466,368,84.5348113045864,88.88664471496583,13,15,0,0,0,0,2,5,1,1,Generated
25,2023-11-01,Fortaleza,Atlético-MG,1,2,18,14,8,6,10,8,48.82165944183901,51.17834055816099,445,449,80.08353640676086,86.98273272322244,16,6,4,1,0,0,8,2,2,2,Generated
26,2023-11-08,Cuiabá,Corinthians,2,1,10,16,3,6,7,10,57.01294107228664,42.98705892771336,521,454,72.00662106424137,72.96565075791833,14,14,1,3,0,0,3,7,3,1,Generated
26,2023-11-08,Atlético-MG,Vasco da Gama,2,1,22,14,10,3,12,11,52.30073058669101,47.69926941330899,553,383,72.28496906516112,80.98550016256497,14,6,1,6,0,0,3,6,2,2,Generated
26,2023-11-08,Flamengo,Botafogo,1,1,16,11,3,4,13,7,31.773874478144045,68.22612552185595,546,404,80.79896454442769,73.95169171656636,11,17,2,1,1,0,4,7,5,1,Generated
26,2023-11-08,Palmeiras,Grêmio,2,1,20,6,9,1,11,5,39.24561368039391,60.75438631960609,594,379,79.62134381694948,70.91704036749402,14,12,3,1,0,0,3,11,1,3,Generated
26,2023-11-08,Cruzeiro,Fluminense,3,3,21,13,6,5,15,8,37.53579069601969,62.46420930398031,500,429,78.41364474081857,86.65686185733675,24,10,4,1,0,0,2,5,1,4,Generated
26,2023-11-08,São Paulo,EC Vitória,1,1,17,7,5,3,12,4,58.35816493713688,41.64183506286312,540,378,72.42031433497297,88.59969566268269,12,10,4,3,0,0,6,4,2,3,Generated
26,2023-11-08,Atlético-PR,Internacional,0,1,18,16,3,7,15,9,34.06288574578645,65.93711425421355,470,502,86.05859682748553,77.99276964987871,6,5,2,1,0,1,1,8,0,2,Generated
26,2023-11-08,Atlético-GO,Juventude,0,0,12,12,4,4,8,8,65.16739671116392,34.83260328883608,477,403,71.04369983932726,88.78448272342413,8,12,0,1,0,0,5,3,0,2,Generated
26,2023-11-08,Bahia,Fortaleza,1,0,11,8,2,2,9,6,56.45763353803099,43.54236646196901,506,397,83.76569340736016,80.25472940570451,12,13,4,1,0,0,5,7,2,0,Generated
26,2023-11-08,Criciúma,Bragantino,2,2,23,17,6,8,17,9,61.5775359526182,38.4224640473818,457,419,70.79611366444175,85.26038795631335,8,10,0,4,0,0,6,4,0,2,Generated
27,2023-11-15,Bragantino,Fluminense,3,0,13,15,4,6,9,9,66.38102237449318,33.618977625506815,504,426,71.61739491664213,83.1364461302842,14,14,1,1,0,0,5,5,2,6,Generated
27,2023-11-15,Flamengo,Atlético-GO,2,0,15,9,7,2,8,7,33.390378931012876,66.60962106898712,577,385,82.57721170689004,85.24342210967356,21,17,3,1,0,0,2,4,1,1,Generated
27,2023-11-15,Criciúma,Internacional,1,1,14,14,4,4,10,10,68.51903769457942,31.480962305420576,504,496,80.24207710927598,75.58120554359873,8,11,1,2,0,0,4,7,2,3,Generated
27,2023-11-15,Botafogo,Vasco da Gama,3,1,17,9,7,3,10,6,60.57596810250297,39.42403189749703,505,437,83.93078044775785,81.93477725559816,7,16,4,3,0,0,7,3,0,0,Generated
27,2023-11-15,EC Vitória,Bahia,2,2,18,12,8,3,10,9,36.02929629185881,63.97070370814119,465,382,88.3526638184342,71.56219377502312,11,14,2,3,0,0,9,2,1,2,Generated
27,2023-11-15,Corinthians,Cruzeiro,0,0,10,6,3,2,7,4,37.57390894519435,62.42609105480565,471,396,79.95876106791212,77.97673229679512,15,12,3,5,0,1,5,3,0,0,Generated
27,2023-11-15,Grêmio,Juventude,1,2,14,8,4,3,10,5,36.11223237273133,63.88776762726867,488,380,71.55740128612733,73.83398542323269,18,14,2,5,1,0,7,5,2,3,Generated
27,2023-11-15,Cuiabá,Atlético-PR,1,2,18,15,3,6,15,9,41.616436885689865,58.383563114310135,467,388,74.98704621813404,86.33966761618139,13,12,1,0,1,0,6,2,2,2,Generated
27,2023-11-15,Atlético-MG,São Paulo,2,2,20,13,5,6,15,7,36.26536724762075,63.73463275237925,570,474,85.13204996587709,86.64978948838898,17,16,0,0,0,0,5,6,1,1,Generated
27,2023-11-15,Fortaleza,Palmeiras,1,1,27,17,5,3,22,14,32.44584724190745,67.55415275809256,479,446,73.07263040786533,85.28800222778612,14,12,5,1,0,1,3,5,3,0,Generated
28,2023-11-22,Botafogo,Flamengo,0,1,13,15,2,3,11,12,33.90316678305078,66.09683321694922,446,479,86.3425456434029,88.31984002724155,8,11,3,1,0,0,4,6,4,3,Generated
28,2023-11-22,Grêmio,Criciúma,0,3,15,8,4,2,11,6,33.36440397238743,66.63559602761256,457,409,73.70446661661876,74.08892734131327,9,11,3,0,0,0,1,7,1,0,Generated
28,2023-11-22,Juventude,Cruzeiro,3,1,11,4,2,1,9,3,46.9409636920409,53.0590363079591,458,374,75.43389232338518,77.03810111517322,6,6,8,4,1,0,6,2,4,1,Generated
28,2023-11-22,Bahia,Corinthians,0,2,19,13,4,3,15,10,54.42024696167277,45.57975303832723,461,407,82.41748375113602,89.38484260916076,12,7,2,1,1,0,7,5,4,3,Generated
28,2023-11-22,Fluminense,Atlético-GO,4,0,13,13,6,5,7,8,65.56384970864958,34.436150291350415,507,401,89.46758391550235,75.243278208176,9,13,1,1,0,0,4,8,1,4,Generated
28,2023-11-22,Atlético-PR,EC Vitória,0,0,14,12,4,4,10,8,68.25036792109525,31.749632078904753,476,441,74.17335249023184,79.92059788507089,10,10,3,2,0,0,5,6,0,3,Generated
28,2023-11-22,Atlético-MG,Palmeiras,1,1,18,15,6,6,12,9,69.40135380023838,30.598646199761617,594,474,88.82822362837003,80.64702253034278,16,12,1,0,0,0,5,11,0,4,Generated
28,2023-11-22,São Paulo,Internacional,3,2,17,15,4,5,13,10,43.855972790514095,56.144027209485905,551,478,76.6552743067136,75.53339884358164,14,8,1,1,0,0,10,7,4,1,Generated
